3,4,5,8,9,10,14,15,17,18,21,22,23,24,25, 152
3,4,6,7,8,9,11,13,15,16,19,20,21,22,24, 153
1,2,7,8,12,13,15,16,18,19,20,21,22,23,24, 154
3,4,6,7,8,10,12,17,18,20,21,22,23,24,25, 155
3,4,5,7,8,10,11,12,13,14,15,16,22,23,24, 156
1,2,5,7,8,10,11,13,14,15,16,18,19,23,24, 157
1,3,4,5,8,10,11,12,13,15,16,18,19,21,24, 158
1,2,3,4,7,8,11,12,15,16,17,19,20,21,22, 159
1,5,7,8,10,11,12,13,14,15,16,18,20,22,25, 160
1,3,4,7,8,10,12,15,16,17,18,19,22,23,25, 161
1,2,3,4,7,8,9,10,12,14,15,16,20,22,25, 162
1,4,6,7,8,9,12,13,14,18,20,21,23,24,25, 163
1,2,5,6,7,10,13,15,16,18,19,20,21,24,25, 164
2,3,5,6,7,8,10,11,14,15,16,17,21,23,25, 165
1,2,3,7,9,10,11,12,14,16,17,19,20,21,25, 166
2,6,9,10,11,12,13,15,16,17,18,19,20,22,23, 167
1,3,5,7,8,9,11,12,13,14,15,16,21,23,24, 168
2,4,5,7,10,14,15,16,17,19,20,21,23,24,25, 169
1,3,4,5,6,7,9,10,11,13,16,18,20,23,25, 170
3,5,12,13,14,15,16,17,18,19,20,21,22,23,25, 171
1,2,4,6,8,9,11,12,14,15,17,20,21,22,24, 172
1,2,3,4,5,7,11,12,13,14,15,19,20,21,24, 173
1,2,10,11,12,13,14,15,16,18,19,20,21,23,24, 174
1,2,5,7,9,10,11,12,14,15,16,18,20,22,25, 175
2,4,6,7,8,11,15,16,17,18,21,22,23,24,25, 176
3,4,6,8,9,12,15,17,18,19,21,22,23,24,25, 177
2,3,6,7,9,10,11,14,16,17,20,21,22,24,25, 178
1,2,3,5,6,7,12,13,15,16,17,18,20,21,23, 179
1,2,4,5,6,8,9,11,14,16,18,20,23,24,25, 180
1,3,5,7,8,9,10,12,13,14,16,17,19,21,25, 181
3,4,5,6,10,12,14,15,16,17,20,21,22,24,25, 182
2,3,4,5,6,7,8,9,10,11,12,17,18,21,22, 183
1,2,5,10,11,12,15,17,18,20,21,22,23,24,25, 184
2,3,4,6,7,8,11,12,16,17,18,21,22,23,25, 185
2,3,4,8,10,11,13,15,16,17,18,19,20,22,24, 186
1,2,4,5,7,8,9,11,13,14,17,18,19,21,25, 187
1,3,4,5,9,10,12,13,14,15,17,18,21,24,25, 188
1,2,6,9,10,11,12,14,15,16,18,20,21,22,25, 189
1,2,6,7,9,10,12,13,17,18,20,21,23,24,25, 190
1,2,4,5,6,7,9,11,16,17,19,21,22,24,25, 191
1,2,3,4,5,8,9,11,13,15,16,18,19,23,25, 192
1,2,5,9,10,12,15,16,18,19,21,22,23,24,25, 193
2,4,5,7,8,9,10,11,14,17,20,21,22,24,25, 194
1,2,3,5,7,9,10,13,14,15,16,19,20,21,24, 195
3,5,6,7,8,10,11,12,13,15,18,20,21,23,24, 196
3,5,6,7,8,9,11,12,14,17,18,19,20,24,25, 197
3,5,8,10,12,13,15,16,18,19,20,21,22,24,25, 198
2,4,7,8,11,12,13,14,16,17,18,19,20,22,25, 199
1,3,5,6,7,8,11,12,14,18,20,21,22,23,24, 200
1,3,4,5,6,9,10,13,16,17,18,20,23,24,25, 201
1,2,4,5,6,8,9,13,14,16,17,21,22,24,25, 202
2,4,5,6,7,9,10,12,14,16,18,19,22,23,24, 203
1,2,4,6,9,12,13,15,16,17,18,19,21,23,25, 204
5,6,7,8,11,12,13,14,15,16,18,20,22,24,25, 205
7,8,10,11,12,14,15,16,17,18,20,21,22,23,25, 206
4,7,8,10,11,12,15,16,17,18,19,22,23,24,25, 207
1,2,3,4,6,9,10,12,13,14,16,17,18,22,25, 208
1,2,3,4,5,7,8,11,12,16,17,18,20,21,25, 209
1,2,4,6,7,8,9,11,13,15,21,22,23,24,25, 210
3,5,6,8,9,11,12,13,14,16,18,21,22,24,25, 211
2,3,5,7,8,9,10,11,12,13,15,20,22,23,24, 212
1,2,5,6,9,11,12,13,14,17,18,19,20,21,23, 213
1,2,6,8,11,12,13,14,16,17,19,20,22,23,24, 214
4,6,10,11,12,13,16,17,18,19,20,21,23,24,25, 215
1,2,3,5,6,7,12,14,15,16,19,20,23,24,25, 216
1,4,5,6,7,10,11,12,14,15,17,18,20,23,24, 217
1,2,3,5,9,10,12,13,15,16,18,19,21,22,25, 218
2,3,4,6,7,8,13,14,16,17,18,21,22,24,25, 219
1,2,4,5,6,7,8,10,14,15,16,18,23,24,25, 220
2,3,4,5,8,10,11,12,13,14,18,19,22,24,25, 221
1,2,4,5,6,8,11,13,14,15,20,22,23,24,25, 222
1,2,3,5,6,9,10,12,14,15,16,20,21,23,24, 223
1,2,3,5,7,8,10,11,14,15,16,17,21,22,24, 224
4,5,7,8,9,11,12,14,15,16,19,21,22,24,25, 225
2,3,5,6,7,8,9,12,14,15,16,18,19,21,24, 226
2,3,4,6,7,9,11,12,16,17,19,20,21,23,24, 227
1,2,3,7,9,10,12,14,15,16,18,19,20,21,23, 228
1,3,4,5,6,8,9,11,15,16,18,21,23,24,25, 229
1,2,5,7,11,13,14,16,17,19,20,22,23,24,25, 230
2,3,4,5,9,10,11,12,13,14,19,21,22,23,25, 231
1,2,5,6,7,10,11,12,14,15,17,18,19,20,21, 232
3,4,5,7,8,9,10,11,13,14,15,16,19,20,25, 233
3,4,5,8,9,10,11,14,15,16,18,19,20,22,25, 234
1,2,3,4,6,8,9,10,17,18,19,21,23,24,25, 235
3,5,7,8,12,13,14,15,16,17,20,21,22,23,24, 236
1,2,3,4,6,7,9,10,11,12,13,18,19,20,22, 237
2,3,4,5,9,11,12,13,15,18,20,21,23,24,25, 238
1,2,3,4,5,6,7,8,9,11,19,20,22,23,25, 239
3,4,5,6,9,11,12,13,14,15,17,18,19,21,25, 240
2,3,4,5,7,8,11,12,14,16,17,19,20,22,23, 241
1,2,5,6,7,8,9,11,12,17,18,19,20,22,25, 242
2,6,7,8,9,11,12,14,15,18,19,20,22,23,25, 243
2,3,4,8,9,10,11,13,17,18,20,22,23,24,25, 244
3,5,9,10,12,13,14,15,16,17,18,19,21,24,25, 245
1,2,4,5,6,8,9,10,12,13,16,18,23,24,25, 246
2,3,6,7,9,10,11,12,14,15,16,18,20,21,25, 247
4,7,8,9,10,11,12,13,14,15,17,20,22,23,24, 248
1,2,3,4,5,6,9,11,14,17,18,19,21,22,24, 249
1,3,4,5,6,10,12,13,14,15,16,19,20,24,25, 250
1,4,5,7,8,10,11,13,14,16,18,21,22,23,24, 251
1,2,4,5,6,7,9,11,12,13,16,20,21,22,24, 252
1,2,6,8,10,11,12,13,14,16,18,20,22,23,24, 253
1,2,4,5,8,9,10,11,12,18,19,20,23,24,25, 254
1,2,3,8,10,12,14,15,17,18,20,21,23,24,25, 255
4,5,6,8,10,11,12,14,15,17,19,21,22,23,25, 256
2,3,6,7,8,10,13,14,15,16,19,20,22,23,25, 257
3,5,6,7,9,11,12,13,14,16,17,20,21,24,25, 258
2,3,5,6,7,9,10,13,14,15,17,18,20,21,25, 259
1,2,5,6,7,9,10,12,13,14,15,16,17,21,24, 260
2,3,4,5,7,11,12,14,17,19,20,21,23,24,25, 261
1,5,7,8,10,11,12,14,15,16,21,22,23,24,25, 262
1,2,3,5,7,8,9,10,13,14,15,18,19,20,24, 263
1,6,9,10,11,12,13,15,16,17,18,21,22,23,24, 264
1,3,4,5,6,7,11,13,15,16,18,19,22,24,25, 265
1,2,5,6,8,9,11,14,15,17,19,20,23,24,25, 266
1,4,6,7,8,9,10,14,16,18,19,20,21,23,25, 267
2,3,4,9,10,12,13,15,16,17,21,22,23,24,25, 268
2,3,4,5,8,9,14,17,18,19,20,21,23,24,25, 269
1,3,4,5,6,9,10,11,12,13,21,22,23,24,25, 270
1,2,4,5,6,7,11,13,17,18,19,20,21,24,25, 271
3,4,7,8,9,12,13,17,18,19,20,21,22,23,24, 272
5,6,8,10,11,12,14,15,16,18,20,21,22,23,25, 273
1,2,5,7,8,9,12,13,14,17,19,20,21,24,25, 274
2,5,6,7,8,10,11,13,14,15,17,18,19,21,25, 275
1,5,6,7,9,11,13,16,17,20,21,22,23,24,25, 276
5,7,9,10,11,12,13,14,15,17,18,20,21,23,25, 277
3,4,5,9,10,11,12,14,15,16,17,18,20,22,25, 278
1,2,5,7,10,13,14,15,17,18,19,20,21,22,24, 279
1,2,3,4,5,6,9,11,12,14,15,18,19,23,25, 280
1,3,5,6,11,12,14,15,17,18,19,20,21,23,25, 281
1,2,3,4,6,8,10,11,12,16,18,21,22,24,25, 282
1,3,5,8,10,11,14,15,16,18,20,22,23,24,25, 283
4,5,6,8,9,10,12,13,14,17,18,19,21,24,25, 284
1,2,3,8,10,11,12,13,14,16,19,22,23,24,25, 285
1,2,4,6,8,9,10,12,15,16,20,21,23,24,25, 286
4,5,7,8,10,12,13,16,17,19,21,22,23,24,25, 287
1,6,7,8,9,11,15,17,18,20,21,22,23,24,25, 288
3,4,5,7,9,10,11,15,18,19,20,22,23,24,25, 289
1,2,3,4,5,7,8,11,13,14,15,18,23,24,25, 290
1,2,4,8,9,11,13,14,15,16,17,18,20,21,22, 291
2,3,4,5,6,8,9,11,12,14,16,19,20,22,24, 292
2,3,4,5,8,13,14,15,16,17,18,19,20,22,23, 293
4,6,8,11,12,13,15,17,19,20,21,22,23,24,25, 294
1,2,5,6,7,8,10,11,13,15,18,21,22,23,25, 295
3,4,5,6,8,9,10,11,12,14,16,17,18,19,25, 296
2,3,5,6,7,9,10,14,15,16,17,20,21,22,23, 297
1,6,7,10,11,12,14,15,16,17,18,19,21,22,25, 298
1,3,7,8,9,10,11,13,15,18,20,21,22,24,25, 299
3,4,5,6,8,9,11,14,16,18,20,21,22,24,25, 300
2,5,7,8,9,10,11,13,15,16,17,20,21,23,25, 301
1,4,5,6,8,11,12,13,14,16,18,19,22,23,24, 302
1,2,7,8,9,10,11,13,14,15,17,18,20,21,25, 303
2,3,4,6,8,9,12,14,15,16,17,19,20,21,23, 304
2,4,5,6,7,10,11,12,13,15,16,19,20,21,22, 305
1,4,7,11,13,14,16,17,19,20,21,22,23,24,25, 306
1,3,4,5,6,9,10,11,12,13,15,18,20,21,24, 307
3,5,6,7,8,9,11,12,13,14,15,19,20,21,25, 308
4,6,7,8,9,10,11,12,13,14,17,18,19,22,25, 309
1,4,5,7,8,10,11,12,14,17,18,19,20,21,23, 310
1,4,5,6,8,9,10,11,12,14,15,19,20,21,24, 311
2,5,6,7,9,10,11,12,15,16,17,18,20,24,25, 312
1,3,6,8,11,15,16,17,18,19,20,21,22,23,24, 313
1,2,3,6,7,8,9,11,13,19,20,21,22,23,24, 314
1,3,4,5,6,10,11,13,15,19,20,21,22,24,25, 315
1,3,4,5,6,9,10,11,14,15,16,20,22,23,25, 316
3,4,5,7,8,9,10,11,15,16,17,18,19,20,24, 317
1,2,3,4,5,7,8,10,11,12,14,17,18,22,25, 318
3,4,5,6,7,10,13,14,16,17,19,20,21,22,24, 319
1,3,5,9,10,11,12,13,14,15,18,21,22,24,25, 320
2,3,5,6,10,11,12,13,15,18,19,21,22,23,24, 321
3,4,7,8,11,12,13,14,16,17,18,19,20,23,24, 322
1,4,6,7,8,9,10,11,14,15,17,18,22,23,25, 323
4,5,6,7,11,13,14,15,16,17,18,20,21,22,25, 324
2,6,7,9,10,11,12,13,14,19,20,21,22,23,25, 325
3,4,5,6,7,8,9,10,11,13,16,17,19,21,24, 326
1,3,4,5,6,7,8,9,12,15,16,18,20,21,25, 327
1,4,6,7,8,9,11,13,14,15,17,18,19,21,24, 328
1,2,3,4,5,7,8,9,10,12,13,14,17,19,24, 329
1,2,3,4,7,9,10,13,14,16,17,19,20,22,23, 330
1,2,5,6,7,8,9,10,12,16,19,20,21,22,25, 331
1,3,4,6,8,9,10,11,12,13,16,19,21,22,23, 332
1,2,3,4,6,8,9,11,12,17,18,19,20,23,24, 333
1,2,3,5,6,8,10,12,15,17,20,21,23,24,25, 334
2,3,4,5,6,7,8,9,11,15,17,18,19,21,23, 335
1,2,3,4,5,7,10,11,12,14,15,22,23,24,25, 336
1,4,5,8,10,12,16,17,18,19,20,21,23,24,25, 337
1,2,3,4,5,6,9,10,11,13,14,18,20,23,25, 338
1,4,5,6,7,9,10,11,12,15,16,19,20,22,23, 339
2,3,5,9,10,11,12,13,14,15,16,20,21,23,25, 340
1,2,4,5,7,9,12,14,15,16,17,19,20,21,25, 341
2,3,4,5,6,9,10,12,13,14,15,20,22,23,25, 342
2,4,6,7,9,10,13,14,15,17,18,20,21,22,25, 343
1,3,4,7,10,12,13,16,17,18,20,22,23,24,25, 344
1,2,5,6,7,10,13,14,15,17,18,19,20,23,25, 345
1,4,6,7,9,10,12,17,18,19,20,21,22,23,25, 346
2,3,5,10,11,12,15,16,17,19,20,21,22,23,25, 347
1,2,5,6,8,11,12,13,16,17,18,22,23,24,25, 348
3,4,5,6,8,9,11,12,14,18,19,21,22,24,25, 349
1,2,3,4,5,6,10,11,15,19,20,21,22,23,24, 350
4,5,6,8,9,10,11,12,18,19,21,22,23,24,25, 351
3,4,5,7,8,9,10,12,13,15,16,17,19,23,25, 352
2,4,5,8,9,10,12,16,17,19,20,21,22,24,25, 353
2,3,6,7,8,10,12,13,14,15,16,17,18,23,24, 354
1,2,3,5,10,11,12,13,16,17,18,21,22,23,24, 355
1,3,4,5,7,9,10,11,13,15,16,18,20,22,24, 356
1,2,3,7,9,11,12,13,14,15,16,18,20,22,24, 357
1,2,3,4,5,6,7,9,10,11,14,15,19,21,24, 358
1,2,5,8,9,10,11,14,15,18,19,20,23,24,25, 359
1,3,5,6,7,9,10,11,13,14,15,17,21,22,24, 360
1,2,3,5,7,8,9,11,12,15,16,20,23,24,25, 361
1,2,3,4,5,10,12,14,15,16,17,21,23,24,25, 362
1,2,3,4,5,6,8,9,10,12,14,18,19,20,24, 363
1,2,4,6,8,9,14,15,16,17,19,21,22,23,24, 364
4,5,8,11,12,13,14,17,18,19,20,21,22,23,25, 365
1,3,5,7,9,10,14,15,16,17,20,21,22,23,25, 366
2,3,4,5,6,7,8,10,13,14,15,17,21,24,25, 367
1,2,4,5,7,8,11,13,14,15,19,20,21,22,24, 368
3,5,6,8,11,12,13,14,15,19,21,22,23,24,25, 369
1,7,8,9,10,11,12,13,14,16,19,20,21,24,25, 370
2,3,5,8,9,10,11,12,13,14,15,22,23,24,25, 371
2,3,4,7,8,9,10,11,12,14,16,18,19,22,23, 372
2,3,5,8,9,10,11,12,14,16,17,19,22,23,25, 373
1,3,5,7,10,11,13,15,16,18,19,20,21,22,25, 374
2,7,8,9,11,14,15,16,17,18,20,21,22,23,25, 375
1,5,6,7,8,9,10,11,13,15,16,17,18,22,24, 376
1,2,3,4,8,11,12,13,14,15,20,21,22,24,25, 377
1,4,6,7,8,10,11,12,14,18,19,21,22,24,25, 378
3,4,5,7,10,12,13,14,16,18,19,21,22,23,24, 379
3,5,6,8,11,12,13,15,17,18,19,21,22,23,25, 380
3,4,5,6,7,12,14,15,17,19,20,21,22,23,24, 381
4,5,6,7,8,11,12,14,15,16,17,20,23,24,25, 382
1,2,4,6,7,8,9,10,12,13,14,20,23,24,25, 383
3,5,6,7,8,9,10,13,16,18,19,20,21,22,25, 384
2,3,4,5,6,8,9,10,11,12,18,19,20,21,25, 385
1,2,5,6,9,10,11,12,13,16,17,18,19,20,21, 386
1,2,3,7,8,12,13,14,15,16,18,20,23,24,25, 387
3,4,7,8,11,12,15,16,17,18,20,22,23,24,25, 388
1,3,4,5,6,7,8,9,10,12,14,15,20,23,24, 389
2,3,4,5,6,7,8,9,10,15,17,19,21,22,25, 390
2,5,6,9,10,11,12,15,16,17,18,20,21,22,23, 391
1,2,5,8,9,11,13,14,15,17,19,20,22,23,24, 392
2,3,5,6,8,9,11,13,15,16,17,19,21,24,25, 393
1,4,5,8,10,11,12,14,16,17,18,19,21,22,25, 394
3,6,7,9,10,11,12,14,16,17,19,20,23,24,25, 395
1,3,4,6,7,9,10,11,12,13,16,17,19,20,21, 396
1,2,5,9,12,15,16,17,18,19,20,22,23,24,25, 397
1,2,3,4,9,10,13,15,16,18,19,20,21,22,25, 398
2,4,5,7,9,11,12,14,15,19,20,21,22,24,25, 399
2,5,7,8,9,11,12,13,14,17,18,20,22,23,25, 400
1,3,6,7,8,10,11,14,18,19,20,22,23,24,25, 401
1,2,3,4,5,7,8,10,11,12,13,15,16,19,21, 402
1,2,4,5,6,8,9,10,11,14,16,19,20,21,24, 403
1,3,4,6,10,11,12,13,14,16,17,18,20,22,25, 404
2,3,4,5,6,7,9,13,15,16,19,21,22,24,25, 405
2,3,5,7,13,14,16,17,18,20,21,22,23,24,25, 406
1,4,6,7,8,9,10,11,13,15,17,18,19,20,23, 407
1,4,6,7,8,9,10,11,14,17,18,20,22,24,25, 408
3,4,5,7,8,9,10,13,14,15,16,20,22,24,25, 409
2,4,5,8,10,11,12,13,14,15,16,18,20,22,23, 410
1,3,4,5,10,11,12,13,14,16,17,18,19,20,24, 411
3,4,5,6,7,8,9,11,14,15,17,20,21,23,25, 412
1,2,3,4,6,7,8,11,13,15,17,19,20,21,25, 413
2,3,4,5,6,8,11,12,13,14,16,20,22,23,25, 414
1,2,3,4,5,6,7,8,9,14,17,18,21,23,25, 415
1,2,3,5,8,9,10,11,13,14,16,17,19,20,25, 416
1,4,7,8,11,13,14,16,17,19,21,22,23,24,25, 417
1,2,5,6,7,11,12,13,14,16,18,21,22,23,24, 418
1,2,6,7,8,9,10,12,13,14,15,17,22,23,24, 419
1,2,3,5,6,9,12,13,15,17,21,22,23,24,25, 420
2,3,8,12,13,14,15,16,17,19,21,22,23,24,25, 421
2,5,6,7,8,11,13,16,17,18,19,20,21,24,25, 422
1,2,3,5,6,7,9,14,15,16,17,20,21,23,25, 423
2,3,4,5,6,9,10,13,14,15,16,17,19,24,25, 424
